qa_index,query,ground_truth_answer,answer_type,confidence_hint,original_chunk_ids,final_chunk_ids,top_5_candidates,expansion_count
108,How does my relationship with my partner affect our children?,"Your relationship with your partner has a profound effect on your children. A supportive partnership makes it easier to handle the demands of parenthood. On the other hand, children who are exposed to high levels of conflict between their parents can experience chronic stress, which increases their risk for long-term health problems.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,3. L-G-0011992329-0035354927_34,3. L-G-0011992329-0035354927_34 (sim: 0.625); 1. CHDV-100-OER-Textbook-updatedJuly2020_190 (sim: 0.544); 3. L-G-0011992329-0035354927_35 (sim: 0.530); 1. CHDV-100-OER-Textbook-updatedJuly2020_445 (sim: 0.530); 1. CHDV-100-OER-Textbook-updatedJuly2020_444 (sim: 0.526),0
290,How do I practice Anapana meditation?,"To practice Anapana meditation, first find a quiet place and sit comfortably with a straight back, either on a cushion or a chair, and gently close your eyes. Then, focus your attention on the entrance of your nostrils, noticing every breath as it enters and exits. Try to practice for at least 10 minutes every day.",multi_step,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_11,26. parenting-handbook-Final-Eversion_10 (sim: 0.712); 26. parenting-handbook-Final-Eversion_18 (sim: 0.703); 26. parenting-handbook-Final-Eversion_11 (sim: 0.604); 26. parenting-handbook-Final-Eversion_12 (sim: 0.533); 26. parenting-handbook-Final-Eversion_15 (sim: 0.492),0
367,How do my baby's experiences help their brain develop?,"A baby is born with most of the brain cells they will ever have, but the connections between these cells, called synapses, grow dramatically in the first two years. Experiences shape this process. The connections that are used frequently become stronger, while those that aren't used are eliminated in a process called pruning. This makes the brain's pathways more efficient and is how learning and experiences physically shape the brain.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_128,31. ece127infanttoddlerdevelopmentandcare_134 (sim: 0.662); 38. A Good Start - Early Childhood Development Booklet_7 (sim: 0.649); 31. ece127infanttoddlerdevelopmentandcare_120 (sim: 0.587); 31. ece127infanttoddlerdevelopmentandcare_136 (sim: 0.586); 31. ece127infanttoddlerdevelopmentandcare_129 (sim: 0.580),0
509,What does it mean if my preschooler has a tantrum at the dentist?,"This type of reaction, usually seen in children between three and six years old, is often described as uncontrolled behavior. It's a form of tantrum that might start even before entering the office and is characterized by loud crying, and physical lashing out with arms and legs. This is typically a sign of high anxiety in a child with an extroverted personality. The dental team must establish communication and may need to use specific techniques to help the child gain control so that treatment can begin safely.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,52. Behavior-Management-in-Dentistry-for-Children_70,52. Behavior-Management-in-Dentistry-for-Children_70 (sim: 0.655); 52. Behavior-Management-in-Dentistry-for-Children_72 (sim: 0.598); 52. Behavior-Management-in-Dentistry-for-Children_115 (sim: 0.574); 52. Behavior-Management-in-Dentistry-for-Children_78 (sim: 0.571); 52. Behavior-Management-in-Dentistry-for-Children_73 (sim: 0.571),0
526,How can praise be used effectively to encourage my child's good behavior at the dentist?,"For praise to be an effective tool for reinforcement, it needs to be specific and immediate. Instead of a general statement like, 'You are a good helper,' it's more effective to be specific, such as, 'You are really helping me by opening your mouth so wide.' This immediately rewards the desired behavior and makes it more likely to happen again. Praise should focus on the child's efforts and achievements, not just their personality, and should come from all members of the dental team.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,52. Behavior-Management-in-Dentistry-for-Children_183; 52. Behavior-Management-in-Dentistry-for-Children_184,52. Behavior-Management-in-Dentistry-for-Children_114 (sim: 0.723); 52. Behavior-Management-in-Dentistry-for-Children_184 (sim: 0.668); 52. Behavior-Management-in-Dentistry-for-Children_459 (sim: 0.655); 52. Behavior-Management-in-Dentistry-for-Children_478 (sim: 0.639); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_20 (sim: 0.636),1
335,How is a curriculum for infants and toddlers different from a preschool curriculum?,"Care and education for infants and toddlers is very different from a typical preschool curriculum. It is not about a set schedule of tabletop activities or weekly themes. Instead, the curriculum for children under three focuses on building strong, trusting relationships. It emphasizes closely observing and reflecting on the interactions and experiences that happen naturally throughout the day.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_41,31. ece127infanttoddlerdevelopmentandcare_41 (sim: 0.695); 31. ece127infanttoddlerdevelopmentandcare_853 (sim: 0.666); 31. ece127infanttoddlerdevelopmentandcare_857 (sim: 0.633); 31. ece127infanttoddlerdevelopmentandcare_861 (sim: 0.611); 31. ece127infanttoddlerdevelopmentandcare_866 (sim: 0.610),0
255,What are 'helicopter parents'?,"Helicopter parents are those who feel that loving their children means revolving their lives around them. They tend to hover over their children and rescue them whenever trouble arises. They might run forgotten lunches to school or constantly pull their children out of jams. While done out of love, this prevents children from having the growing experiences they need to become equipped for the challenges of life.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_23,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_23 (sim: 0.676); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_24 (sim: 0.640); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_25 (sim: 0.535); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_27 (sim: 0.518); 52. Behavior-Management-in-Dentistry-for-Children_98 (sim: 0.469),0
202,What are some healthy eating habits I can encourage in my child?,"You can plan for healthy habits by having food at fixed hours, eating a balanced diet with green vegetables every day, and washing hands before meals. Other good habits include eating slowly, not eating overcooked or contaminated food, and washing fruits and vegetables before eating them.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_111,26. parenting-handbook-Final-Eversion_55 (sim: 0.737); 1. CHDV-100-OER-Textbook-updatedJuly2020_215 (sim: 0.691); 1. CHDV-100-OER-Textbook-updatedJuly2020_336 (sim: 0.636); 26. parenting-handbook-Final-Eversion_97 (sim: 0.616); 26. parenting-handbook-Final-Eversion_108 (sim: 0.614),0
329,How can I help my child become more resilient?,"To foster resilience, you can teach your child mindfulness and self-compassion. Help them build a positive self-view by reminding them of past hardships they have successfully handled. It is also important to build a strong family network and encourage friendships so they have support during difficult times. Teaching them to set reasonable goals and work toward them step-by-step also builds strength.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_105,26. parenting-handbook-Final-Eversion_105 (sim: 0.776); 1. CHDV-100-OER-Textbook-updatedJuly2020_207 (sim: 0.649); 31. ece127infanttoddlerdevelopmentandcare_152 (sim: 0.649); 26. parenting-handbook-Final-Eversion_110 (sim: 0.633); 26. parenting-handbook-Final-Eversion_104 (sim: 0.631),0
234,What is the best way to help my child's social and emotional connection with others?,"The most effective tool for helping your child is communication. By teaching and modeling great communication skills, you can support their development of strong social and emotional connections with others.",factoid,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,24. ISP-Resource-Social-and-Emotional-Development-FA-web_1,23. FECP-M3-Understanding-SE-Development-in-Young-Children_19 (sim: 0.655); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_3 (sim: 0.654); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_467 (sim: 0.651); 31. ece127infanttoddlerdevelopmentandcare_541 (sim: 0.651); 24. ISP-Resource-Social-and-Emotional-Development-FA-web_5 (sim: 0.642),0
73,What is the main emotional challenge for school-aged children?,"During the elementary school stage (ages 6-12), children face the task of 'Industry versus Inferiority.' They are constantly doing, planning, and achieving, and they begin to compare themselves to their peers to see how they measure up. If they are successful in their endeavors, they develop a sense of pride and accomplishment. If not, they may feel inferior and inadequate.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_420,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_432 (sim: 0.585); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_428 (sim: 0.581); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_526 (sim: 0.562); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_452 (sim: 0.557); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_467 (sim: 0.556),0
506,Why does my teenager seem so self-conscious and believe no one understands them?,"Adolescents often experience a unique form of egocentrism. One part is the 'imaginary audience,' which is the belief that they are always on stage and being evaluated by everyone. This can make them very self-conscious. The other part is the 'personal fable,' which is an exaggerated sense of their own uniqueness and a feeling that no one else could possibly understand what they are going through. These feelings, while stressful, are a normal part of adolescent development.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,52. Behavior-Management-in-Dentistry-for-Children_51,1. CHDV-100-OER-Textbook-updatedJuly2020_535 (sim: 0.576); 1. CHDV-100-OER-Textbook-updatedJuly2020_510 (sim: 0.535); 52. Behavior-Management-in-Dentistry-for-Children_51 (sim: 0.524); 1. CHDV-100-OER-Textbook-updatedJuly2020_419 (sim: 0.502); 1. CHDV-100-OER-Textbook-updatedJuly2020_525 (sim: 0.500),0
71,What does being 'gifted' mean for a child?,"Giftedness usually refers to children who have an IQ of 130 or higher. While it's often assumed that gifted children may have adjustment problems, it's important to remember there are different types of giftedness. Some children excel in math or science, while others may be talented in art, music, sports, or leadership.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_386,1. CHDV-100-OER-Textbook-updatedJuly2020_386 (sim: 0.714); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_185 (sim: 0.504); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_190 (sim: 0.498); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_187 (sim: 0.465); 52. Behavior-Management-in-Dentistry-for-Children_478 (sim: 0.463),0
126,What are some of the most important environmental factors that affect a child's development?,"Several key environmental factors have a big impact on a child's development. These include family relationships, the physical environment of the home, the child's health and nutrition, and the learning environment you provide. While a family's financial situation can play a role, the quality of time spent with a child is often more influential.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_93,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_93 (sim: 0.711); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_108 (sim: 0.652); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_104 (sim: 0.629); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_96 (sim: 0.623); 31. ece127infanttoddlerdevelopmentandcare_721 (sim: 0.617),0
381,How does learning to walk help a toddler's language development?,"The start of walking provides new opportunities that boost language growth. A walking toddler has a wider view of their environment and can more easily follow an adult's gaze or pointing. They can also carry objects to a caregiver to share their interests, which often elicits more descriptive language from the adult. This creates more frequent and richer social contexts for language learning to happen.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_192,31. ece127infanttoddlerdevelopmentandcare_192 (sim: 0.721); 31. ece127infanttoddlerdevelopmentandcare_43 (sim: 0.604); 1. CHDV-100-OER-Textbook-updatedJuly2020_182 (sim: 0.585); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_370 (sim: 0.577); 31. ece127infanttoddlerdevelopmentandcare_336 (sim: 0.577),0
287,What is mindfulness?,"Mindfulness is the practice of paying attention on purpose, in the present moment, without judgment. The focus is on the act of paying attention itself, rather than what you are paying attention to. It is a practice that can help improve both physical and psychological well-being.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_8,26. parenting-handbook-Final-Eversion_8 (sim: 0.588); 26. parenting-handbook-Final-Eversion_9 (sim: 0.509); 26. parenting-handbook-Final-Eversion_7 (sim: 0.492); 31. ece127infanttoddlerdevelopmentandcare_241 (sim: 0.486); 26. parenting-handbook-Final-Eversion_12 (sim: 0.473),0
275,Is there a better way to say 'no' without starting an argument?,"Yes, you can often avoid a fight by replacing 'no' with a 'yes' to something else. This uses 'thinking words' instead of 'fighting words.' For example, instead of saying, 'No, you can't go out to play until you practice your lessons,' you could say, 'Yes, you may go out to play as soon as you practice your lessons.' The limit is the same, but the child's reaction is usually different and more cooperative.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_86,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_197 (sim: 0.454); 26. parenting-handbook-Final-Eversion_93 (sim: 0.449); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_224 (sim: 0.442); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_99 (sim: 0.415); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_86 (sim: 0.413),0
134,"Should my preschool-aged child be formally taught reading, writing, and math?","It is not recommended to focus on formal teaching of reading, writing, and numbers for preschoolers. Many schools put unnecessary academic pressure on young children, which can be a burden on their young minds. Instead, the focus should be on providing a stress-free, interesting environment where meaningful play is seen as necessary for a child's proper development.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,20. Earlychildhood_8,1. CHDV-100-OER-Textbook-updatedJuly2020_401 (sim: 0.572); 1. CHDV-100-OER-Textbook-updatedJuly2020_278 (sim: 0.511); 36. 1642572098-preschool_pdf_38 (sim: 0.500); 21. Paper_19_138 (sim: 0.489); 31. ece127infanttoddlerdevelopmentandcare_389 (sim: 0.489),0
382,What are the stages of emotional development in babies?,"At birth, infants show two basic emotional responses: attraction to pleasant things and withdrawal from unpleasant ones. Around two months, they begin to show social engagement with social smiles. As they grow, they develop primary emotions like interest, happiness, and anger. Later, as they develop a sense of self, they begin to experience secondary, or self-conscious, emotions like pride, shame, or embarrassment.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_455; 31. ece127infanttoddlerdevelopmentandcare_449,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_429 (sim: 0.692); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_436 (sim: 0.649); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_435 (sim: 0.646); 31. ece127infanttoddlerdevelopmentandcare_455 (sim: 0.633); 21. Paper_19_58 (sim: 0.613),1
299,What does it mean to be grateful?,"Gratitude is the quality of being thankful and showing appreciation for kindness. It is considered a foundational virtue because it encourages the development of other positive traits like patience, humility, and wisdom. It involves recognizing and being ready to return the kindness you receive from others.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_25,26. parenting-handbook-Final-Eversion_25 (sim: 0.687); 26. parenting-handbook-Final-Eversion_46 (sim: 0.580); 26. parenting-handbook-Final-Eversion_26 (sim: 0.579); 26. parenting-handbook-Final-Eversion_28 (sim: 0.531); 26. parenting-handbook-Final-Eversion_27 (sim: 0.512),0
219,How can I support my child's social-emotional growth?,"You can support your child by learning to read their emotional cues and helping them name their feelings. It is also helpful to model positive behavior, show affection, respect their viewpoints, and express pride in their accomplishments. Providing encouragement and support, especially during stressful times, is also key to helping them develop these important skills.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,23. FECP-M3-Understanding-SE-Development-in-Young-Children_3,31. ece127infanttoddlerdevelopmentandcare_541 (sim: 0.699); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_19 (sim: 0.690); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_3 (sim: 0.689); 31. ece127infanttoddlerdevelopmentandcare_696 (sim: 0.670); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_467 (sim: 0.648),0
298,What are character strengths?,"Character strengths are positive internal personality traits like gratitude, compassion, courage, love, and kindness. Unlike talents, which are performance-based abilities, character strengths are about who we are inside. Helping children develop these strengths can lead them to become happy, caring, and successful adults.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_23,26. parenting-handbook-Final-Eversion_23 (sim: 0.805); 26. parenting-handbook-Final-Eversion_24 (sim: 0.720); 26. parenting-handbook-Final-Eversion_45 (sim: 0.707); 26. parenting-handbook-Final-Eversion_22 (sim: 0.563); 49. parent child interaction_10 (sim: 0.398),0
204,What is the Montessori approach to preschool education?,"The Montessori method is a comprehensive program that takes a developmental approach to learning. It emphasizes nature, creativity, and hands-on learning with gentle guidance provided by teachers. The goal of this approach is to develop a child's senses, character, practical life skills, and academic ability.",factoid,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_137,21. Paper_19_16 (sim: 0.672); 21. Paper_19_15 (sim: 0.638); 21. Paper_19_17 (sim: 0.621); 21. Paper_19_137 (sim: 0.601); 1. CHDV-100-OER-Textbook-updatedJuly2020_278 (sim: 0.595),0
488,How can I help my child stay motivated even after they've been disciplined?,"When a child receives a sanction, they might feel like they've 'blown it,' which could lead to worse behavior. To keep them focused and motivated, you can use the 'Golden five minutes' rule. Within five minutes of the reprimand, find something to praise the child for, such as sitting correctly or reading quietly. This is very effective at keeping the child motivated to engage in better behavior.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_141,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_96 (sim: 0.683); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_141 (sim: 0.660); 26. parenting-handbook-Final-Eversion_76 (sim: 0.649); 26. parenting-handbook-Final-Eversion_75 (sim: 0.611); 26. parenting-handbook-Final-Eversion_72 (sim: 0.585),0
444,How can I promote good health and nutrition for my child?,"To promote good health, it's important to ensure pregnant and nursing mothers receive good nutrition and care. For children, promoting breastfeeding, providing nutritious food, ensuring proper hygiene and sanitation, and staying up-to-date with vaccinations are all key steps in supporting their healthy development.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,38. A Good Start - Early Childhood Development Booklet_9,26. parenting-handbook-Final-Eversion_55 (sim: 0.691); 1. CHDV-100-OER-Textbook-updatedJuly2020_336 (sim: 0.656); 1. CHDV-100-OER-Textbook-updatedJuly2020_215 (sim: 0.637); 38. A Good Start - Early Childhood Development Booklet_9 (sim: 0.622); 31. ece127infanttoddlerdevelopmentandcare_103 (sim: 0.616),0
70,How does my child's thinking change in elementary school?,"In elementary school, children's thinking becomes more logical and organized when they are dealing with concrete information. They can mentally 'operate' on physical objects and events. They master skills like understanding that if nothing is added or taken away, the amount stays the same (conservation), and that some things that have been changed can be returned to their original state (reversibility).",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_371,1. CHDV-100-OER-Textbook-updatedJuly2020_377 (sim: 0.613); 1. CHDV-100-OER-Textbook-updatedJuly2020_369 (sim: 0.574); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_27 (sim: 0.553); 1. CHDV-100-OER-Textbook-updatedJuly2020_371 (sim: 0.548); 52. Behavior-Management-in-Dentistry-for-Children_40 (sim: 0.535),0
260,Is protecting my child from every mistake a good way to show I care?,"Caring for your child is not the same as protecting them from every possible mistake. While infants need total protection, as children grow, parents must gradually allow them the privilege of solving their own problems. Over-protecting children robs them of significant learning opportunities and can raise individuals who are unable to care for themselves later in life.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_35; 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_34,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_34 (sim: 0.598); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_35 (sim: 0.545); 26. parenting-handbook-Final-Eversion_113 (sim: 0.522); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_39 (sim: 0.515); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_125 (sim: 0.495),1
252,How does the 'Parenting with Love and Logic' philosophy benefit both parents and children?,"This approach is a win-win for families. Parents win because they can establish healthy control without resorting to anger and threats that often lead to rebellion. Children win because they learn responsibility and life's logic by solving their own problems. This helps them develop the tools they need to cope with the real world, and it builds a rewarding parent-child relationship based on love and trust.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_20,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_15 (sim: 0.730); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_16 (sim: 0.716); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_137 (sim: 0.695); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_129 (sim: 0.686); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_26 (sim: 0.660),0
46,What happens to a newborn's brain after birth?,"At birth, a baby's brain is about 25 percent of its adult weight, and most of its neurons are present but not fully mature. In the next several years, the connections between neurons, called dendrites, will go through a period of temporary dramatic growth. This rapid neural growth allows for significant learning and development to occur.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_103,1. CHDV-100-OER-Textbook-updatedJuly2020_103 (sim: 0.578); 1. CHDV-100-OER-Textbook-updatedJuly2020_104 (sim: 0.565); 31. ece127infanttoddlerdevelopmentandcare_130 (sim: 0.556); 31. ece127infanttoddlerdevelopmentandcare_135 (sim: 0.525); 38. A Good Start - Early Childhood Development Booklet_7 (sim: 0.506),0
386,How does culture influence a child's emotional development?,"Culture plays a big role in emotional development by teaching children what to feel, when to feel it, and how to express it. Different cultures have different 'display rules' for emotion. For example, some cultures encourage expressing negative emotions openly, while others may encourage suppressing them to maintain social harmony. These rules are learned early in life and shape how children manage and show their feelings.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_477,31. ece127infanttoddlerdevelopmentandcare_477 (sim: 0.706); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_427 (sim: 0.671); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_441 (sim: 0.647); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_428 (sim: 0.646); 31. ece127infanttoddlerdevelopmentandcare_487 (sim: 0.635),0
24,How do a person's genes and their life experiences interact?,"The environment can affect how genes are expressed, just as a person's genetic predispositions can impact their potential. This relationship goes both ways. For example, environmental circumstances can trigger symptoms of a genetic disorder, and a person's lifestyle may determine whether or not a genetic predisposition, like for diabetes, actually develops into the disease.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_52,52. Behavior-Management-in-Dentistry-for-Children_93 (sim: 0.615); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_68 (sim: 0.607); 1. CHDV-100-OER-Textbook-updatedJuly2020_52 (sim: 0.598); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_76 (sim: 0.594); 1. CHDV-100-OER-Textbook-updatedJuly2020_54 (sim: 0.587),0
56,What should I know about food allergies when introducing new foods?,"When introducing new foods, you should allow your child to try one food at a time, with 3 to 5 days before another new food is introduced. This helps you see if the child has any problems, such as a food allergy. The eight most common allergenic foods are milk, eggs, fish, shellfish, tree nuts, peanuts, wheat, and soybeans.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_137,1. CHDV-100-OER-Textbook-updatedJuly2020_137 (sim: 0.621); 31. ece127infanttoddlerdevelopmentandcare_89 (sim: 0.585); 1. CHDV-100-OER-Textbook-updatedJuly2020_341 (sim: 0.552); 1. CHDV-100-OER-Textbook-updatedJuly2020_236 (sim: 0.537); 1. CHDV-100-OER-Textbook-updatedJuly2020_136 (sim: 0.492),0
78,What is the difference between primary and secondary sexual characteristics?,"Primary sex characteristics are the sex organs directly concerned with reproduction. Secondary sexual characteristics are visible physical changes that are not directly linked to reproduction but signal sexual maturity. For males, this includes broader shoulders and a lower voice, while for females it includes breast enlargement and broader hips.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_461,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_34 (sim: 0.452); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_16 (sim: 0.435); 1. CHDV-100-OER-Textbook-updatedJuly2020_461 (sim: 0.420); 1. CHDV-100-OER-Textbook-updatedJuly2020_306 (sim: 0.406); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_33 (sim: 0.396),0
492,How can I remain calm and in control when my child is having a tantrum?,"When dealing with a challenging situation, it's important not to take it personally. Try to take a deep breath and show a calm and confident exterior, which can help reduce your child's frustration and make them feel more secure. Keep your tone of voice low and calm, and reassure them that you care about them and that their behavior has not changed that. When a child feels the parent is in control, they are more likely to calm down.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_194,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_194 (sim: 0.738); 26. parenting-handbook-Final-Eversion_60 (sim: 0.729); 26. parenting-handbook-Final-Eversion_59 (sim: 0.706); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_239 (sim: 0.655); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_238 (sim: 0.646),0
81,Why do teenagers have trouble waking up in the morning?,"As adolescents go through puberty, their internal body clocks, or circadian rhythms, change and push their sleep time until later in the evening. This biological change not only keeps them awake at night but also makes it difficult for them to get up in the morning. When they wake up too early, their brains don't function optimally.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_473,1. CHDV-100-OER-Textbook-updatedJuly2020_473 (sim: 0.607); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_182 (sim: 0.454); 26. parenting-handbook-Final-Eversion_56 (sim: 0.421); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_143 (sim: 0.411); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_144 (sim: 0.405),0
519,Are there common things parents say that can actually make a child more anxious at the dentist?,"Yes, research shows that some common parental behaviors can unintentionally increase a child's distress. These include: 1. Uninformative reassurance like 'Don't worry' or 'I won't let them hurt you.' 2. Giving the child control with questions like 'Can we start now?' 3. Criticizing with comments like 'Why can't you be like your sister?' 4. Apologizing, for example, 'I'm sorry this is taking so long.' 5. Expressing empathy like 'I know it hurts.' These comments tend to direct the child's attention to their emotions and the unpleasant aspects of the procedure.",multi_step,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,52. Behavior-Management-in-Dentistry-for-Children_110,52. Behavior-Management-in-Dentistry-for-Children_115 (sim: 0.717); 52. Behavior-Management-in-Dentistry-for-Children_118 (sim: 0.704); 52. Behavior-Management-in-Dentistry-for-Children_119 (sim: 0.678); 52. Behavior-Management-in-Dentistry-for-Children_78 (sim: 0.669); 52. Behavior-Management-in-Dentistry-for-Children_82 (sim: 0.662),0
